"log_date","user_id","install_time","gender","generation","device_type"
"2013-05-18",297,1368885521,"F","20","iOS"
"2013-05-18",298,1368886465,"F","30","Android"
"2013-05-18",299,1368887386,"F","30","iOS"
"2013-05-18",300,1368888509,"M","20","iOS"
"2013-05-19",301,1368889489,"F","30","iOS"
"2013-05-19",302,1368890378,"F","20","Android"
"2013-05-19",303,1368891205,"F","20","Android"
"2013-05-19",304,1368892274,"M","10","Android"
"2013-05-19",305,1368893318,"M","30","Android"
"2013-05-19",306,1368894272,"F","30","iOS"
"2013-05-19",307,1368895292,"F","30","Android"
"2013-05-19",308,1368896317,"F","20","iOS"
"2013-05-19",309,1368897965,"M","30","iOS"
"2013-05-19",310,1368899698,"M","40","Android"
"2013-05-19",311,1368902133,"M","20","iOS"
"2013-05-19",312,1368905825,"M","10","Android"
"2013-05-19",313,1368909744,"M","40","Android"
"2013-05-19",314,1368912586,"F","50","iOS"
"2013-05-19",315,1368915283,"F","20","Android"
"2013-05-19",316,1368916868,"F","20","iOS"
"2013-05-19",317,1368918340,"M","20","Android"
"2013-05-19",318,1368919546,"F","10","Android"
"2013-05-19",319,1368920760,"M","20","Android"
"2013-05-19",320,1368921624,"M","30","iOS"
"2013-05-19",321,1368922605,"F","10","Android"
"2013-05-19",322,1368923591,"F","10","iOS"
"2013-05-19",323,1368924643,"F","50","iOS"
"2013-05-19",324,1368925620,"F","50","iOS"
"2013-05-19",325,1368926617,"M","20","Android"
"2013-05-19",326,1368927660,"F","10","Android"
"2013-05-19",327,1368928550,"F","20","iOS"
"2013-05-19",328,1368929370,"F","30","Android"
"2013-05-19",329,1368930133,"F","10","Android"
"2013-05-19",330,1368931058,"F","20","iOS"
"2013-05-19",331,1368932074,"M","20","Android"
"2013-05-19",332,1368933067,"F","20","iOS"
"2013-05-19",333,1368934084,"F","20","Android"
"2013-05-19",334,1368934962,"F","40","Android"
"2013-05-19",335,1368935874,"F","30","iOS"
"2013-05-19",336,1368936620,"M","20","Android"
"2013-05-19",337,1368937603,"M","10","Android"
"2013-05-19",338,1368938500,"M","20","Android"
"2013-05-19",339,1368939305,"M","20","Android"
"2013-05-19",340,1368940088,"M","40","iOS"
"2013-05-19",341,1368941018,"M","30","Android"
"2013-05-19",342,1368941869,"F","20","iOS"
"2013-05-19",343,1368942718,"M","20","Android"
"2013-05-19",344,1368944250,"M","30","Android"
"2013-05-19",345,1368945126,"F","20","iOS"
"2013-05-19",346,1368946019,"F","20","iOS"
"2013-05-19",347,1368947194,"M","30","Android"
"2013-05-19",348,1368948230,"F","40","iOS"
"2013-05-19",349,1368949251,"M","20","iOS"
"2013-05-19",350,1368950204,"M","20","Android"
"2013-05-19",351,1368951110,"M","30","iOS"
"2013-05-19",352,1368951933,"F","40","iOS"
"2013-05-19",353,1368952708,"F","20","Android"
"2013-05-19",354,1368953766,"M","20","iOS"
"2013-05-19",355,1368954641,"F","30","Android"
"2013-05-19",356,1368955452,"F","20","iOS"
"2013-05-19",357,1368956410,"M","20","Android"
"2013-05-19",358,1368957139,"M","20","iOS"
"2013-05-19",359,1368957991,"M","10","iOS"
"2013-05-19",360,1368959162,"F","10","iOS"
"2013-05-19",361,1368959953,"F","30","Android"
"2013-05-19",362,1368960993,"M","10","Android"
"2013-05-19",363,1368961899,"M","20","Android"
"2013-05-19",364,1368962818,"F","10","Android"
"2013-05-19",365,1368963498,"F","10","iOS"
"2013-05-19",366,1368964358,"F","40","iOS"
"2013-05-19",367,1368965025,"M","20","iOS"
"2013-05-19",368,1368965676,"F","20","Android"
"2013-05-19",369,1368966501,"M","20","Android"
"2013-05-19",370,1368967335,"M","10","iOS"
"2013-05-19",371,1368968097,"F","10","Android"
"2013-05-19",372,1368968684,"F","30","Android"
"2013-05-19",373,1368969436,"F","30","iOS"
"2013-05-19",374,1368970154,"F","30","Android"
"2013-05-19",375,1368970867,"M","10","Android"
"2013-05-19",376,1368971584,"F","30","iOS"
"2013-05-19",377,1368972325,"F","20","Android"
"2013-05-19",378,1368973095,"F","10","Android"
"2013-05-19",379,1368973947,"M","20","iOS"
"2013-05-20",380,1368975978,"M","30","Android"
"2013-05-20",381,1368979332,"M","10","Android"
"2013-05-20",382,1368980576,"F","30","iOS"
"2013-05-20",383,1368982022,"F","10","iOS"
"2013-05-20",384,1368987109,"F","10","Android"
"2013-05-20",385,1368990840,"F","10","iOS"
"2013-05-20",386,1368995733,"M","20","Android"
"2013-05-20",387,1368999122,"F","30","iOS"
"2013-05-20",388,1369001701,"M","30","Android"
"2013-05-20",389,1369006224,"F","20","Android"
"2013-05-20",390,1369008573,"M","40","iOS"
"2013-05-20",391,1369010283,"M","20","Android"
"2013-05-20",392,1369012670,"F","30","iOS"
"2013-05-20",393,1369013716,"F","10","iOS"
"2013-05-20",394,1369014777,"M","10","iOS"
"2013-05-20",395,1369015688,"M","20","iOS"
"2013-05-20",396,1369016494,"F","40","iOS"
"2013-05-20",397,1369017316,"F","10","iOS"
"2013-05-20",398,1369018151,"M","50","iOS"
"2013-05-20",399,1369018954,"F","20","Android"
"2013-05-20",400,1369019599,"F","30","Android"
"2013-05-20",401,1369020240,"M","20","iOS"
"2013-05-20",402,1369020746,"M","50","Android"
"2013-05-20",403,1369021212,"M","20","iOS"
"2013-05-20",404,1369021687,"F","10","iOS"
"2013-05-20",405,1369022212,"M","20","Android"
"2013-05-20",406,1369022895,"F","30","iOS"
"2013-05-20",407,1369023620,"M","30","Android"
"2013-05-20",408,1369024237,"M","10","Android"
"2013-05-20",409,1369025055,"F","10","Android"
"2013-05-20",410,1369025877,"F","40","iOS"
"2013-05-20",411,1369026644,"F","40","iOS"
"2013-05-20",412,1369027435,"M","30","iOS"
"2013-05-20",413,1369028072,"F","30","Android"
"2013-05-20",414,1369028945,"M","20","Android"
"2013-05-20",415,1369029811,"M","20","Android"
"2013-05-20",416,1369030561,"F","30","Android"
"2013-05-20",417,1369031360,"F","30","iOS"
"2013-05-20",418,1369032065,"F","20","iOS"
"2013-05-20",419,1369033024,"F","40","Android"
"2013-05-20",420,1369033805,"M","10","Android"
"2013-05-20",421,1369034580,"M","20","iOS"
"2013-05-20",422,1369035220,"M","10","iOS"
"2013-05-20",423,1369035979,"F","20","iOS"
"2013-05-20",424,1369036600,"M","30","Android"
"2013-05-20",425,1369037142,"F","40","iOS"
"2013-05-20",426,1369037870,"M","10","iOS"
"2013-05-20",427,1369038337,"M","30","Android"
"2013-05-20",428,1369038873,"M","20","Android"
"2013-05-20",429,1369039590,"F","10","Android"
"2013-05-20",430,1369040197,"F","20","Android"
"2013-05-20",431,1369040837,"F","20","Android"
"2013-05-20",432,1369041299,"F","20","iOS"
"2013-05-20",433,1369041812,"F","50","Android"
"2013-05-20",434,1369042407,"M","30","Android"
"2013-05-20",435,1369042905,"M","30","iOS"
"2013-05-20",436,1369043452,"F","20","Android"
"2013-05-20",437,1369043949,"F","30","iOS"
"2013-05-20",438,1369044471,"F","30","Android"
"2013-05-20",439,1369045070,"M","10","Android"
"2013-05-20",440,1369046132,"F","50","Android"
"2013-05-20",441,1369046748,"F","20","iOS"
"2013-05-20",442,1369047234,"M","20","Android"
"2013-05-20",443,1369047707,"F","20","Android"
"2013-05-20",444,1369048183,"M","40","Android"
"2013-05-20",445,1369048679,"F","30","Android"
"2013-05-20",446,1369049120,"F","20","iOS"
"2013-05-20",447,1369049590,"M","20","Android"
"2013-05-20",448,1369050054,"F","40","Android"
"2013-05-20",449,1369050578,"M","20","iOS"
"2013-05-20",450,1369051010,"M","30","Android"
"2013-05-20",451,1369051393,"M","10","iOS"
"2013-05-20",452,1369051890,"F","20","iOS"
"2013-05-20",453,1369052333,"M","30","Android"
"2013-05-20",454,1369052827,"M","10","iOS"
"2013-05-20",455,1369053239,"F","10","iOS"
"2013-05-20",456,1369053687,"F","10","iOS"
"2013-05-20",457,1369054199,"M","50","Android"
"2013-05-20",458,1369054645,"M","20","Android"
"2013-05-20",459,1369055125,"F","20","iOS"
"2013-05-20",460,1369055685,"M","50","iOS"
"2013-05-20",461,1369056074,"M","20","Android"
"2013-05-20",462,1369056623,"F","30","Android"
"2013-05-20",463,1369057118,"M","10","iOS"
"2013-05-20",464,1369058055,"M","20","Android"
"2013-05-20",465,1369058521,"F","30","iOS"
"2013-05-20",466,1369058971,"M","20","iOS"
"2013-05-20",467,1369059384,"F","20","iOS"
"2013-05-20",468,1369059801,"M","30","Android"
"2013-05-20",469,1369060311,"F","20","Android"
"2013-05-20",470,1369060899,"F","20","iOS"
"2013-05-20",471,1369061485,"F","10","iOS"
"2013-05-21",472,1369062021,"M","20","iOS"
"2013-05-21",473,1369062658,"F","30","iOS"
"2013-05-21",474,1369063444,"M","20","iOS"
"2013-05-21",475,1369064145,"F","10","Android"
"2013-05-21",476,1369065001,"F","10","iOS"
"2013-05-21",477,1369065850,"F","30","iOS"
"2013-05-21",478,1369066937,"F","30","Android"
"2013-05-21",479,1369068038,"M","30","Android"
"2013-05-21",480,1369069453,"F","20","Android"
"2013-05-21",481,1369070987,"M","20","iOS"
"2013-05-21",482,1369072707,"F","30","iOS"
"2013-05-21",483,1369074843,"F","10","iOS"
"2013-05-21",484,1369077915,"M","40","iOS"
"2013-05-21",485,1369081428,"F","20","iOS"
"2013-05-21",486,1369084193,"M","10","Android"
"2013-05-21",487,1369086559,"M","30","iOS"
"2013-05-21",488,1369088411,"F","20","iOS"
"2013-05-21",489,1369090124,"M","30","iOS"
"2013-05-21",490,1369091761,"F","20","iOS"
"2013-05-21",491,1369093613,"M","20","Android"
"2013-05-21",492,1369095907,"F","30","Android"
"2013-05-21",493,1369097657,"F","40","iOS"
"2013-05-21",494,1369099406,"M","30","Android"
"2013-05-21",495,1369100986,"M","50","Android"
"2013-05-21",496,1369102392,"F","40","iOS"
"2013-05-21",497,1369104036,"F","20","iOS"
"2013-05-21",498,1369105207,"M","20","Android"
"2013-05-21",499,1369106459,"F","10","Android"
"2013-05-21",500,1369107566,"M","30","iOS"
"2013-05-21",501,1369108697,"F","10","iOS"
"2013-05-21",502,1369109781,"M","10","Android"
"2013-05-21",503,1369111075,"F","20","iOS"
"2013-05-21",504,1369112289,"F","20","iOS"
"2013-05-21",505,1369114966,"M","20","Android"
"2013-05-21",506,1369116408,"M","20","Android"
"2013-05-21",507,1369117288,"M","20","iOS"
"2013-05-21",508,1369118216,"F","20","Android"
"2013-05-21",509,1369119377,"F","40","iOS"
"2013-05-21",510,1369120518,"M","10","iOS"
"2013-05-21",511,1369121611,"M","10","Android"
"2013-05-21",512,1369122492,"F","30","Android"
"2013-05-21",513,1369123493,"M","30","iOS"
"2013-05-21",514,1369124412,"M","20","iOS"
"2013-05-21",515,1369125243,"F","20","iOS"
"2013-05-21",516,1369125948,"M","20","Android"
"2013-05-21",517,1369126725,"F","20","Android"
"2013-05-21",518,1369127453,"M","20","iOS"
"2013-05-21",519,1369128098,"M","20","iOS"
"2013-05-21",520,1369128770,"F","30","Android"
"2013-05-21",521,1369129409,"M","10","iOS"
"2013-05-21",522,1369130061,"M","50","Android"
"2013-05-21",523,1369130719,"F","10","Android"
"2013-05-21",524,1369131325,"F","30","Android"
"2013-05-21",525,1369131945,"F","50","Android"
"2013-05-21",526,1369132573,"M","20","Android"
"2013-05-21",527,1369133275,"F","30","iOS"
"2013-05-21",528,1369134006,"M","40","iOS"
"2013-05-21",529,1369134692,"F","20","Android"
"2013-05-21",530,1369135346,"M","20","Android"
"2013-05-21",531,1369135898,"M","20","Android"
"2013-05-21",532,1369136550,"M","30","Android"
"2013-05-21",533,1369137171,"M","10","iOS"
"2013-05-21",534,1369137760,"F","30","Android"
"2013-05-21",535,1369138273,"M","40","iOS"
"2013-05-21",536,1369138738,"M","20","Android"
"2013-05-21",537,1369139256,"M","20","iOS"
"2013-05-21",538,1369139873,"F","20","Android"
"2013-05-21",539,1369140490,"M","30","iOS"
"2013-05-21",540,1369141097,"M","30","Android"
"2013-05-21",541,1369141798,"F","30","Android"
"2013-05-21",542,1369142448,"M","40","Android"
"2013-05-21",543,1369143141,"F","30","iOS"
"2013-05-21",544,1369143626,"F","10","iOS"
"2013-05-21",545,1369144226,"M","20","iOS"
"2013-05-21",546,1369144804,"F","20","iOS"
"2013-05-21",547,1369145315,"M","10","iOS"
"2013-05-21",548,1369145862,"F","10","iOS"
"2013-05-21",549,1369146418,"M","50","Android"
"2013-05-21",550,1369147076,"F","20","Android"
"2013-05-21",551,1369147644,"F","50","Android"
"2013-05-21",552,1369148345,"F","40","Android"
"2013-05-22",553,1369149078,"F","30","Android"
"2013-05-22",554,1369149866,"M","20","Android"
"2013-05-22",555,1369150737,"F","20","iOS"
"2013-05-22",556,1369152049,"M","30","Android"
"2013-05-22",557,1369152949,"M","20","Android"
"2013-05-22",558,1369153895,"M","10","Android"
"2013-05-22",559,1369155471,"M","10","Android"
"2013-05-22",560,1369156815,"M","20","iOS"
"2013-05-22",561,1369159054,"M","20","Android"
"2013-05-22",562,1369161396,"M","20","iOS"
"2013-05-22",563,1369165359,"F","20","iOS"
"2013-05-22",564,1369169042,"F","10","Android"
"2013-05-22",565,1369171189,"F","40","Android"
"2013-05-22",566,1369173431,"M","20","Android"
"2013-05-22",567,1369175445,"M","10","iOS"
"2013-05-22",568,1369177015,"F","30","iOS"
"2013-05-22",569,1369179217,"F","30","Android"
"2013-05-22",570,1369181088,"M","10","iOS"
