"region_month","region_day","app_name","user_id","device"
"2013-01","2013-01-01","game-02",14159164,"FP"
"2013-01","2013-01-01","game-02",14222616,"SP"
"2013-01","2013-01-01","game-02",14445055,"FP"
"2013-01","2013-01-01","game-02",14446502,"SP"
"2013-01","2013-01-01","game-02",14517523,"SP"
"2013-01","2013-01-01","game-02",14653045,"FP"
"2013-01","2013-01-01","game-02",14725364,"FP"
"2013-01","2013-01-01","game-02",14832131,"SP"
"2013-01","2013-01-01","game-02",14952772,"FP"
"2013-01","2013-01-01","game-02",15053928,"FP"
"2013-01","2013-01-01","game-02",15065642,"FP"
"2013-01","2013-01-01","game-02",1513153,"SP"
"2013-01","2013-01-01","game-02",15182102,"SP"
"2013-01","2013-01-01","game-02",1518548,"FP"
"2013-01","2013-01-01","game-02",15302028,"FP"
"2013-01","2013-01-01","game-02",15368129,"FP"
"2013-01","2013-01-01","game-02",1547570,"FP"
"2013-01","2013-01-01","game-02",15486632,"SP"
"2013-01","2013-01-01","game-02",15507718,"FP"
"2013-01","2013-01-01","game-02",15569351,"SP"
"2013-01","2013-01-01","game-02",15678833,"FP"
"2013-01","2013-01-01","game-02",15808085,"SP"
"2013-01","2013-01-01","game-02",15853756,"FP"
"2013-01","2013-01-01","game-02",1590119,"SP"
"2013-01","2013-01-01","game-02",16060341,"SP"
"2013-01","2013-01-01","game-02",16071664,"FP"
"2013-01","2013-01-01","game-02",16087921,"SP"
"2013-01","2013-01-01","game-02",16169829,"FP"
"2013-01","2013-01-01","game-02",16217292,"FP"
"2013-01","2013-01-01","game-02",16231790,"FP"
"2013-01","2013-01-01","game-02",16332943,"FP"
"2013-01","2013-01-01","game-02",1641072,"SP"
"2013-01","2013-01-01","game-02",16557842,"FP"
"2013-01","2013-01-01","game-02",16578338,"FP"
"2013-01","2013-01-01","game-02",1659249,"FP"
"2013-01","2013-01-01","game-02",16601192,"FP"
"2013-01","2013-01-01","game-02",16601192,"FP"
"2013-01","2013-01-01","game-02",16641375,"SP"
"2013-01","2013-01-01","game-02",16779527,"FP"
"2013-01","2013-01-01","game-02",16801896,"SP"
"2013-01","2013-01-01","game-02",16836228,"SP"
"2013-01","2013-01-01","game-02",16844248,"FP"
"2013-01","2013-01-01","game-02",16856560,"FP"
"2013-01","2013-01-01","game-02",16992393,"FP"
"2013-01","2013-01-01","game-02",17087165,"FP"
"2013-01","2013-01-01","game-02",17222821,"SP"
"2013-01","2013-01-01","game-02",17222821,"SP"
"2013-01","2013-01-01","game-02",17257173,"FP"
"2013-01","2013-01-01","game-02",17321411,"FP"
"2013-01","2013-01-01","game-02",17380969,"FP"
"2013-01","2013-01-01","game-02",17509767,"FP"
"2013-01","2013-01-01","game-02",17510879,"FP"
"2013-01","2013-01-01","game-02",17518090,"SP"
"2013-01","2013-01-01","game-02",1755064,"SP"
"2013-01","2013-01-01","game-02",17559919,"SP"
"2013-01","2013-01-01","game-02",17567655,"SP"
"2013-01","2013-01-01","game-02",17597650,"SP"
"2013-01","2013-01-01","game-02",17676128,"FP"
"2013-01","2013-01-01","game-02",17794699,"FP"
"2013-01","2013-01-01","game-02",17803285,"SP"
"2013-01","2013-01-01","game-02",17838283,"SP"
"2013-01","2013-01-01","game-02",18016056,"FP"
"2013-01","2013-01-01","game-02",1813977,"SP"
"2013-01","2013-01-01","game-02",18157342,"SP"
"2013-01","2013-01-01","game-02",18233177,"FP"
"2013-01","2013-01-01","game-02",18346571,"FP"
"2013-01","2013-01-01","game-02",18350622,"FP"
"2013-01","2013-01-01","game-02",18499820,"SP"
"2013-01","2013-01-01","game-02",18515428,"FP"
"2013-01","2013-01-01","game-02",18546889,"SP"
"2013-01","2013-01-01","game-02",18627197,"FP"
"2013-01","2013-01-01","game-02",18719753,"SP"
"2013-01","2013-01-01","game-02",18727798,"FP"
"2013-01","2013-01-01","game-02",18761755,"SP"
"2013-01","2013-01-01","game-02",18800068,"FP"
"2013-01","2013-01-01","game-02",1884585,"FP"
"2013-01","2013-01-01","game-02",18885065,"FP"
"2013-01","2013-01-01","game-02",19093508,"FP"
"2013-01","2013-01-01","game-02",19135278,"FP"
"2013-01","2013-01-01","game-02",19173756,"FP"
"2013-01","2013-01-01","game-02",1927963,"SP"
"2013-01","2013-01-01","game-02",19361681,"FP"
"2013-01","2013-01-01","game-02",19410760,"FP"
"2013-01","2013-01-01","game-02",19410760,"SP"
"2013-01","2013-01-01","game-02",19432099,"FP"
"2013-01","2013-01-01","game-02",19435788,"FP"
"2013-01","2013-01-01","game-02",19440364,"FP"
"2013-01","2013-01-01","game-02",19531622,"FP"
"2013-01","2013-01-01","game-02",19635167,"SP"
"2013-01","2013-01-01","game-02",19674719,"SP"
"2013-01","2013-01-01","game-02",19743087,"FP"
"2013-01","2013-01-01","game-02",19795186,"FP"
"2013-01","2013-01-01","game-02",19797343,"SP"
"2013-01","2013-01-01","game-02",19798186,"FP"
"2013-01","2013-01-01","game-02",19839971,"FP"
"2013-01","2013-01-01","game-02",1984415,"FP"
"2013-01","2013-01-01","game-02",19891828,"FP"
"2013-01","2013-01-01","game-02",19901787,"FP"
"2013-01","2013-01-01","game-02",19961399,"SP"
"2013-01","2013-01-01","game-02",19996046,"FP"
"2013-01","2013-01-01","game-02",20051544,"FP"
"2013-01","2013-01-01","game-02",20068966,"FP"
"2013-01","2013-01-01","game-02",20152415,"FP"
"2013-01","2013-01-01","game-02",20156891,"FP"
"2013-01","2013-01-01","game-02",20158919,"SP"
"2013-01","2013-01-01","game-02",20167338,"FP"
"2013-01","2013-01-01","game-02",20199718,"FP"
"2013-01","2013-01-01","game-02",20272901,"SP"
"2013-01","2013-01-01","game-02",20422577,"SP"
"2013-01","2013-01-01","game-02",20426702,"SP"
"2013-01","2013-01-01","game-02",20482191,"SP"
"2013-01","2013-01-01","game-02",20559510,"SP"
"2013-01","2013-01-01","game-02",20561489,"FP"
"2013-01","2013-01-01","game-02",20649866,"FP"
"2013-01","2013-01-01","game-02",20655923,"FP"
"2013-01","2013-01-01","game-02",20671492,"FP"
"2013-01","2013-01-01","game-02",2070332,"SP"
"2013-01","2013-01-01","game-02",20730889,"SP"
"2013-01","2013-01-01","game-02",20761444,"FP"
"2013-01","2013-01-01","game-02",20852549,"FP"
"2013-01","2013-01-01","game-02",20933917,"SP"
"2013-01","2013-01-01","game-02",20934346,"FP"
"2013-01","2013-01-01","game-02",20983294,"FP"
"2013-01","2013-01-01","game-02",21040366,"SP"
"2013-01","2013-01-01","game-02",21070057,"SP"
"2013-01","2013-01-01","game-02",21141013,"SP"
"2013-01","2013-01-01","game-02",21231390,"FP"
"2013-01","2013-01-01","game-02",21372784,"SP"
"2013-01","2013-01-01","game-02",21435480,"FP"
"2013-01","2013-01-01","game-02",21438953,"FP"
"2013-01","2013-01-01","game-02",21454589,"SP"
"2013-01","2013-01-01","game-02",21454589,"SP"
"2013-01","2013-01-01","game-02",21469870,"FP"
"2013-01","2013-01-01","game-02",21551429,"FP"
"2013-01","2013-01-01","game-02",21560076,"FP"
"2013-01","2013-01-01","game-02",21697792,"SP"
"2013-01","2013-01-01","game-02",21742343,"FP"
"2013-01","2013-01-01","game-02",21751900,"SP"
"2013-01","2013-01-01","game-02",21773530,"FP"
"2013-01","2013-01-01","game-02",21782670,"SP"
"2013-01","2013-01-01","game-02",219880426,"SP"
"2013-01","2013-01-01","game-02",22051148,"FP"
"2013-01","2013-01-01","game-02",22096748,"SP"
"2013-01","2013-01-01","game-02",22107959,"FP"
"2013-01","2013-01-01","game-02",22243623,"FP"
"2013-01","2013-01-01","game-02",22273674,"FP"
"2013-01","2013-01-01","game-02",22310397,"FP"
"2013-01","2013-01-01","game-02",2241462,"FP"
"2013-01","2013-01-01","game-02",22421993,"SP"
"2013-01","2013-01-01","game-02",2250605,"FP"
"2013-01","2013-01-01","game-02",22507715,"FP"
"2013-01","2013-01-01","game-02",22549270,"FP"
"2013-01","2013-01-01","game-02",22618667,"FP"
"2013-01","2013-01-01","game-02",22703347,"FP"
"2013-01","2013-01-01","game-02",22872022,"SP"
"2013-01","2013-01-01","game-02",22886344,"FP"
"2013-01","2013-01-01","game-02",22907306,"SP"
"2013-01","2013-01-01","game-02",22964348,"FP"
"2013-01","2013-01-01","game-02",23017822,"FP"
"2013-01","2013-01-01","game-02",23040702,"FP"
"2013-01","2013-01-01","game-02",23073761,"FP"
"2013-01","2013-01-01","game-02",23090104,"SP"
"2013-01","2013-01-01","game-02",23113079,"FP"
"2013-01","2013-01-01","game-02",2313174,"SP"
"2013-01","2013-01-01","game-02",23154559,"SP"
"2013-01","2013-01-01","game-02",23182127,"FP"
"2013-01","2013-01-01","game-02",23258687,"FP"
"2013-01","2013-01-01","game-02",23262753,"FP"
"2013-01","2013-01-01","game-02",23267895,"FP"
"2013-01","2013-01-01","game-02",23284474,"SP"
"2013-01","2013-01-01","game-02",23286194,"SP"
"2013-01","2013-01-01","game-02",23333378,"FP"
"2013-01","2013-01-01","game-02",23336908,"FP"
"2013-01","2013-01-01","game-02",23629459,"SP"
"2013-01","2013-01-01","game-02",23629459,"SP"
"2013-01","2013-01-01","game-02",23660448,"FP"
"2013-01","2013-01-01","game-02",23685849,"FP"
"2013-01","2013-01-01","game-02",23689923,"FP"
"2013-01","2013-01-01","game-02",23715382,"FP"
"2013-01","2013-01-01","game-02",23728522,"FP"
"2013-01","2013-01-01","game-02",23746679,"FP"
"2013-01","2013-01-01","game-02",23779858,"SP"
"2013-01","2013-01-01","game-02",23805868,"FP"
"2013-01","2013-01-01","game-02",23813093,"FP"
"2013-01","2013-01-01","game-02",23871510,"SP"
"2013-01","2013-01-01","game-02",23871510,"SP"
"2013-01","2013-01-01","game-02",24020851,"FP"
"2013-01","2013-01-01","game-02",24094669,"SP"
"2013-01","2013-01-01","game-02",24117318,"FP"
"2013-01","2013-01-01","game-02",24130835,"SP"
"2013-01","2013-01-01","game-02",24195684,"FP"
"2013-01","2013-01-01","game-02",24203186,"FP"
"2013-01","2013-01-01","game-02",24269570,"FP"
"2013-01","2013-01-01","game-02",24311383,"FP"
"2013-01","2013-01-01","game-02",24396116,"SP"
"2013-01","2013-01-01","game-02",24402271,"SP"
"2013-01","2013-01-01","game-02",24408981,"SP"
"2013-01","2013-01-01","game-02",24408981,"SP"
"2013-01","2013-01-01","game-02",24434442,"FP"
"2013-01","2013-01-01","game-02",24559627,"FP"
"2013-01","2013-01-01","game-02",24580495,"FP"
"2013-01","2013-01-01","game-02",24581383,"FP"
"2013-01","2013-01-01","game-02",24609593,"FP"
"2013-01","2013-01-01","game-02",24629893,"FP"
"2013-01","2013-01-01","game-02",24780213,"FP"
"2013-01","2013-01-01","game-02",24791702,"FP"
"2013-01","2013-01-01","game-02",24822592,"SP"
"2013-01","2013-01-01","game-02",24892740,"FP"
"2013-01","2013-01-01","game-02",24900784,"FP"
"2013-01","2013-01-01","game-02",24905170,"FP"
"2013-01","2013-01-01","game-02",24914421,"FP"
"2013-01","2013-01-01","game-02",24925240,"SP"
"2013-01","2013-01-01","game-02",24925240,"SP"
"2013-01","2013-01-01","game-02",24951686,"FP"
"2013-01","2013-01-01","game-02",25060655,"SP"
"2013-01","2013-01-01","game-02",2507650,"FP"
"2013-01","2013-01-01","game-02",25079978,"SP"
"2013-01","2013-01-01","game-02",25312342,"FP"
"2013-01","2013-01-01","game-02",25349769,"SP"
"2013-01","2013-01-01","game-02",25438147,"SP"
"2013-01","2013-01-01","game-02",25576011,"FP"
"2013-01","2013-01-01","game-02",25652966,"SP"
"2013-01","2013-01-01","game-02",25673821,"SP"
"2013-01","2013-01-01","game-02",25897425,"SP"
"2013-01","2013-01-01","game-02",26003824,"FP"
"2013-01","2013-01-01","game-02",26006616,"FP"
"2013-01","2013-01-01","game-02",26070778,"SP"
"2013-01","2013-01-01","game-02",26120907,"SP"
"2013-01","2013-01-01","game-02",26123235,"SP"
"2013-01","2013-01-01","game-02",26128899,"SP"
"2013-01","2013-01-01","game-02",26138729,"FP"
"2013-01","2013-01-01","game-02",26149761,"FP"
"2013-01","2013-01-01","game-02",26218528,"FP"
"2013-01","2013-01-01","game-02",26272800,"FP"
"2013-01","2013-01-01","game-02",2628903,"SP"
"2013-01","2013-01-01","game-02",26306492,"FP"
"2013-01","2013-01-01","game-02",26390613,"FP"
"2013-01","2013-01-01","game-02",26392456,"FP"
"2013-01","2013-01-01","game-02",26419393,"FP"
"2013-01","2013-01-01","game-02",26419973,"FP"
"2013-01","2013-01-01","game-02",2652327,"SP"
"2013-01","2013-01-01","game-02",26557977,"SP"
"2013-01","2013-01-01","game-02",26652896,"SP"
"2013-01","2013-01-01","game-02",26714307,"FP"
"2013-01","2013-01-01","game-02",26718888,"FP"
"2013-01","2013-01-01","game-02",26844806,"SP"
"2013-01","2013-01-01","game-02",26899044,"SP"
"2013-01","2013-01-01","game-02",26909434,"FP"
"2013-01","2013-01-01","game-02",27003770,"FP"
"2013-01","2013-01-01","game-02",27270220,"FP"
"2013-01","2013-01-01","game-02",27284142,"FP"
"2013-01","2013-01-01","game-02",27361154,"SP"
"2013-01","2013-01-01","game-02",27394772,"FP"
"2013-01","2013-01-01","game-02",27427017,"SP"
"2013-01","2013-01-01","game-02",27460037,"FP"
"2013-01","2013-01-01","game-02",2746185,"FP"
"2013-01","2013-01-01","game-02",27602710,"FP"
"2013-01","2013-01-01","game-02",27651079,"FP"
"2013-01","2013-01-01","game-02",27797797,"FP"
"2013-01","2013-01-01","game-02",27797797,"SP"
"2013-01","2013-01-01","game-02",27800629,"FP"
"2013-01","2013-01-01","game-02",27809559,"SP"
"2013-01","2013-01-01","game-02",27929591,"FP"
"2013-01","2013-01-01","game-02",27940864,"SP"
"2013-01","2013-01-01","game-02",27989152,"FP"
"2013-01","2013-01-01","game-02",28067508,"SP"
"2013-01","2013-01-01","game-02",28166897,"FP"
"2013-01","2013-01-01","game-02",28222875,"FP"
"2013-01","2013-01-01","game-02",28272798,"FP"
"2013-01","2013-01-01","game-02",28276476,"SP"
"2013-01","2013-01-01","game-02",28315570,"FP"
"2013-01","2013-01-01","game-02",28391896,"FP"
"2013-01","2013-01-01","game-02",28459499,"SP"
"2013-01","2013-01-01","game-02",28519586,"FP"
"2013-01","2013-01-01","game-02",28544306,"SP"
"2013-01","2013-01-01","game-02",28560957,"FP"
"2013-01","2013-01-01","game-02",28716126,"FP"
"2013-01","2013-01-01","game-02",28759711,"FP"
"2013-01","2013-01-01","game-02",28801040,"FP"
"2013-01","2013-01-01","game-02",28808472,"SP"
"2013-01","2013-01-01","game-02",28820284,"SP"
"2013-01","2013-01-01","game-02",28903786,"FP"
"2013-01","2013-01-01","game-02",28951972,"FP"
"2013-01","2013-01-01","game-02",28957161,"SP"
"2013-01","2013-01-01","game-02",28961877,"FP"
"2013-01","2013-01-01","game-02",29026390,"FP"
"2013-01","2013-01-01","game-02",29027712,"FP"
"2013-01","2013-01-01","game-02",29096359,"SP"
"2013-01","2013-01-01","game-02",29438362,"SP"
"2013-01","2013-01-01","game-02",29637117,"SP"
"2013-01","2013-01-01","game-02",29658603,"FP"
"2013-01","2013-01-01","game-02",29698758,"FP"
"2013-01","2013-01-01","game-02",29770039,"FP"
"2013-01","2013-01-01","game-02",29864573,"FP"
"2013-01","2013-01-01","game-02",29889108,"SP"
"2013-01","2013-01-01","game-02",29910096,"FP"
"2013-01","2013-01-01","game-02",29910206,"FP"
"2013-01","2013-01-01","game-02",29984353,"FP"
"2013-01","2013-01-01","game-02",30006393,"SP"
"2013-01","2013-01-01","game-02",30125484,"FP"
"2013-01","2013-01-01","game-02",30194066,"FP"
"2013-01","2013-01-01","game-02",30545173,"FP"
"2013-01","2013-01-01","game-02",30547406,"FP"
"2013-01","2013-01-01","game-02",30588113,"FP"
"2013-01","2013-01-01","game-02",30590601,"SP"
"2013-01","2013-01-01","game-02",30665296,"SP"
"2013-01","2013-01-01","game-02",30692415,"FP"
"2013-01","2013-01-01","game-02",30778143,"FP"
"2013-01","2013-01-01","game-02",30900694,"FP"
"2013-01","2013-01-01","game-02",31025067,"FP"
"2013-01","2013-01-01","game-02",31036582,"FP"
"2013-01","2013-01-01","game-02",31159195,"FP"
"2013-01","2013-01-01","game-02",31165563,"FP"
"2013-01","2013-01-01","game-02",31223358,"FP"
"2013-01","2013-01-01","game-02",3136504,"FP"
"2013-01","2013-01-01","game-02",31421318,"FP"
"2013-01","2013-01-01","game-02",3143038,"FP"
"2013-01","2013-01-01","game-02",31528923,"SP"
"2013-01","2013-01-01","game-02",31535828,"SP"
"2013-01","2013-01-01","game-02",31535828,"SP"
"2013-01","2013-01-01","game-02",31565027,"FP"
"2013-01","2013-01-01","game-02",31603274,"FP"
"2013-01","2013-01-01","game-02",31636660,"FP"
"2013-01","2013-01-01","game-02",31711986,"SP"
"2013-01","2013-01-01","game-02",31749187,"SP"
"2013-01","2013-01-01","game-02",31879655,"FP"
"2013-01","2013-01-01","game-02",31931107,"SP"
"2013-01","2013-01-01","game-02",31991101,"FP"
"2013-01","2013-01-01","game-02",3207203,"FP"
"2013-01","2013-01-01","game-02",32210633,"SP"
"2013-01","2013-01-01","game-02",32210633,"SP"
"2013-01","2013-01-01","game-02",32245294,"FP"
"2013-01","2013-01-01","game-02",32307361,"FP"
"2013-01","2013-01-01","game-02",3232864,"SP"
"2013-01","2013-01-01","game-02",32351688,"FP"
"2013-01","2013-01-01","game-02",32371368,"FP"
"2013-01","2013-01-01","game-02",32482693,"SP"
"2013-01","2013-01-01","game-02",32500332,"FP"
"2013-01","2013-01-01","game-02",32699303,"FP"
"2013-01","2013-01-01","game-02",3272801,"FP"
"2013-01","2013-01-01","game-02",32762652,"FP"
"2013-01","2013-01-01","game-02",3283151,"FP"
"2013-01","2013-01-01","game-02",32946697,"SP"
"2013-01","2013-01-01","game-02",33130260,"SP"
"2013-01","2013-01-01","game-02",33500706,"FP"
"2013-01","2013-01-01","game-02",33522311,"SP"
"2013-01","2013-01-01","game-02",33564240,"SP"
"2013-01","2013-01-01","game-02",33624830,"FP"
"2013-01","2013-01-01","game-02",33650191,"FP"
"2013-01","2013-01-01","game-02",33676366,"FP"
"2013-01","2013-01-01","game-02",33677617,"SP"
"2013-01","2013-01-01","game-02",33677617,"SP"
"2013-01","2013-01-01","game-02",33766726,"FP"
"2013-01","2013-01-01","game-02",33821832,"FP"
"2013-01","2013-01-01","game-02",33824540,"SP"
"2013-01","2013-01-01","game-02",33962288,"SP"
"2013-01","2013-01-01","game-02",33962766,"FP"
"2013-01","2013-01-01","game-02",33978930,"SP"
"2013-01","2013-01-01","game-02",34096465,"SP"
"2013-01","2013-01-01","game-02",34236812,"FP"
"2013-01","2013-01-01","game-02",34301301,"FP"
"2013-01","2013-01-01","game-02",34338665,"FP"
"2013-01","2013-01-01","game-02",34640001,"FP"
"2013-01","2013-01-01","game-02",34757440,"FP"
"2013-01","2013-01-01","game-02",34854998,"FP"
"2013-01","2013-01-01","game-02",34863469,"FP"
"2013-01","2013-01-01","game-02",35005856,"FP"
"2013-01","2013-01-01","game-02",35050929,"FP"
"2013-01","2013-01-01","game-02",35125949,"FP"
"2013-01","2013-01-01","game-02",35320483,"FP"
"2013-01","2013-01-01","game-02",35462440,"FP"
"2013-01","2013-01-01","game-02",35812762,"FP"
"2013-01","2013-01-01","game-02",35942524,"SP"
"2013-01","2013-01-01","game-02",36044562,"SP"
"2013-01","2013-01-01","game-02",36046159,"SP"
"2013-01","2013-01-01","game-02",36057122,"FP"
"2013-01","2013-01-01","game-02",36084784,"FP"
"2013-01","2013-01-01","game-02",36090553,"FP"
"2013-01","2013-01-01","game-02",36181834,"FP"
"2013-01","2013-01-01","game-02",3618741,"FP"
"2013-01","2013-01-01","game-02",3652285,"FP"
"2013-01","2013-01-01","game-02",36652180,"SP"
"2013-01","2013-01-01","game-02",36755738,"FP"
"2013-01","2013-01-01","game-02",36804791,"SP"
"2013-01","2013-01-01","game-02",36828119,"FP"
"2013-01","2013-01-01","game-02",36832128,"SP"
"2013-01","2013-01-01","game-02",36933046,"SP"
"2013-01","2013-01-01","game-02",36960535,"FP"
"2013-01","2013-01-01","game-02",36981773,"FP"
"2013-01","2013-01-01","game-02",37076963,"SP"
"2013-01","2013-01-01","game-02",37115408,"SP"
"2013-01","2013-01-01","game-02",37346321,"SP"
"2013-01","2013-01-01","game-02",37568049,"FP"
"2013-01","2013-01-01","game-02",37578823,"FP"
"2013-01","2013-01-01","game-02",37788185,"SP"
"2013-01","2013-01-01","game-02",37872955,"FP"
"2013-01","2013-01-01","game-02",37921036,"FP"
"2013-01","2013-01-01","game-02",37955672,"FP"
"2013-01","2013-01-01","game-02",37958883,"FP"
"2013-01","2013-01-01","game-02",38123435,"FP"
"2013-01","2013-01-01","game-02",38407314,"FP"
"2013-01","2013-01-01","game-02",38476156,"FP"
"2013-01","2013-01-01","game-02",38480399,"FP"
"2013-01","2013-01-01","game-02",38521310,"SP"
"2013-01","2013-01-01","game-02",38865161,"FP"
"2013-01","2013-01-01","game-02",38966437,"FP"
"2013-01","2013-01-01","game-02",3903683,"SP"
"2013-01","2013-01-01","game-02",3907343,"FP"
"2013-01","2013-01-01","game-02",39128152,"FP"
"2013-01","2013-01-01","game-02",39164598,"FP"
"2013-01","2013-01-01","game-02",39386772,"SP"
"2013-01","2013-01-01","game-02",39415221,"FP"
"2013-01","2013-01-01","game-02",39439331,"FP"
"2013-01","2013-01-01","game-02",39484987,"FP"
"2013-01","2013-01-01","game-02",39517765,"FP"
"2013-01","2013-01-01","game-02",39535889,"FP"
"2013-01","2013-01-01","game-02",39540009,"FP"
"2013-01","2013-01-01","game-02",3955950,"FP"
"2013-01","2013-01-01","game-02",39597808,"FP"
"2013-01","2013-01-01","game-02",39611811,"FP"
"2013-01","2013-01-01","game-02",39647229,"FP"
"2013-01","2013-01-01","game-02",397286,"FP"
"2013-01","2013-01-01","game-02",39841028,"FP"
"2013-01","2013-01-01","game-02",39895852,"SP"
"2013-01","2013-01-01","game-02",39899454,"FP"
"2013-01","2013-01-01","game-02",40093101,"FP"
"2013-01","2013-01-01","game-02",40335821,"SP"
"2013-01","2013-01-01","game-02",40440061,"FP"
"2013-01","2013-01-01","game-02",40511347,"SP"
"2013-01","2013-01-01","game-02",40558126,"FP"
"2013-01","2013-01-01","game-02",40596335,"FP"
"2013-01","2013-01-01","game-02",40608644,"FP"
"2013-01","2013-01-01","game-02",40668305,"FP"
"2013-01","2013-01-01","game-02",40678591,"FP"
"2013-01","2013-01-01","game-02",40800712,"FP"
"2013-01","2013-01-01","game-02",40805502,"FP"
"2013-01","2013-01-01","game-02",4089662,"FP"
"2013-01","2013-01-01","game-02",41007230,"FP"
"2013-01","2013-01-01","game-02",41052449,"FP"
"2013-01","2013-01-01","game-02",41139017,"FP"
"2013-01","2013-01-01","game-02",41171755,"SP"
"2013-01","2013-01-01","game-02",41299701,"FP"
"2013-01","2013-01-01","game-02",41323043,"SP"
"2013-01","2013-01-01","game-02",41351992,"FP"
"2013-01","2013-01-01","game-02",41381772,"FP"
"2013-01","2013-01-01","game-02",41527137,"FP"
"2013-01","2013-01-01","game-02",4158561,"FP"
"2013-01","2013-01-01","game-02",41607667,"SP"
"2013-01","2013-01-01","game-02",41738430,"SP"
"2013-01","2013-01-01","game-02",41809465,"FP"
"2013-01","2013-01-01","game-02",41939449,"FP"
"2013-01","2013-01-01","game-02",41977374,"FP"
"2013-01","2013-01-01","game-02",41991696,"SP"
"2013-01","2013-01-01","game-02",42239663,"FP"
"2013-01","2013-01-01","game-02",42264851,"SP"
"2013-01","2013-01-01","game-02",42276142,"FP"
"2013-01","2013-01-01","game-02",42392581,"FP"
"2013-01","2013-01-01","game-02",42425854,"FP"
"2013-01","2013-01-01","game-02",42438713,"FP"
"2013-01","2013-01-01","game-02",42501859,"FP"
